[ 2025-09-04 19:49:20,571 ] 26 root - INFO - Initiate the data ingestion
[ 2025-09-04 19:49:24,973 ] 63 root - INFO - Performed train test split
[ 2025-09-04 19:49:24,973 ] 64 root - INFO - Train set length : 8844
[ 2025-09-04 19:49:24,973 ] 65 root - INFO - Test set length : 2211
[ 2025-09-04 19:49:24,973 ] 76 root - INFO - Exporting train and test file path.
[ 2025-09-04 19:49:25,005 ] 81 root - INFO - Exported train and test file path.
[ 2025-09-04 19:49:25,005 ] 28 root - INFO - Data Initiation Completed
[ 2025-09-04 19:49:25,021 ] 33 root - INFO - Initiate the data Validation
[ 2025-09-04 19:49:25,021 ] 74 root - INFO - Starting data validation
[ 2025-09-04 19:49:25,105 ] 34 root - INFO - Required number of columns: 31
[ 2025-09-04 19:49:25,106 ] 35 root - INFO - Dataframe has columns: 31
[ 2025-09-04 19:49:25,106 ] 34 root - INFO - Required number of columns: 31
[ 2025-09-04 19:49:25,106 ] 35 root - INFO - Dataframe has columns: 31
[ 2025-09-04 19:49:25,252 ] 35 root - INFO - data Validation Completed
[ 2025-09-04 19:49:25,253 ] 40 root - INFO - data Transformation started
[ 2025-09-04 19:49:25,253 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2025-09-04 19:49:25,253 ] 65 root - INFO - Starting data transformation
[ 2025-09-04 19:49:25,258 ] 48 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2025-09-04 19:49:25,258 ] 53 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2025-09-04 19:49:25,280 ] 47 root - INFO - Entered the save_object method of MainUtils class
[ 2025-09-04 19:49:25,280 ] 51 root - INFO - Exited the save_object method of MainUtils class
[ 2025-09-04 19:49:25,280 ] 47 root - INFO - Entered the save_object method of MainUtils class
[ 2025-09-04 19:49:25,280 ] 51 root - INFO - Exited the save_object method of MainUtils class
[ 2025-09-04 19:49:25,280 ] 44 root - INFO - data Transformation completed
[ 2025-09-04 19:49:25,280 ] 46 root - INFO - Model Training sstared
