[ 2025-09-03 21:30:28,552 ] 19 root - INFO - Initiate the data ingestion
[ 2025-09-03 21:30:33,473 ] 64 root - INFO - Performed train test split
[ 2025-09-03 21:30:33,473 ] 65 root - INFO - Train set length : 8844
[ 2025-09-03 21:30:33,473 ] 66 root - INFO - Test set length : 2211
[ 2025-09-03 21:30:33,473 ] 77 root - INFO - Exporting train and test file path.
[ 2025-09-03 21:30:33,524 ] 82 root - INFO - Exported train and test file path.
[ 2025-09-03 21:30:33,524 ] 21 root - INFO - Data ingestion artifact: <network_security.components.data_ingestion.DataIngestion object at 0x000002B252EC2090>
[ 2025-09-03 21:30:33,527 ] 26 root - INFO - Initiate the data Validation
[ 2025-09-03 21:30:33,527 ] 74 root - INFO - Starting data validation
[ 2025-09-03 21:30:33,627 ] 34 root - INFO - Required number of columns: 31
[ 2025-09-03 21:30:33,627 ] 35 root - INFO - Dataframe has columns: 31
